transcript_id	gene_symbol
ENST00000514956	FAM149A
ENST00000502894	FAM149A
ENST00000503108	ORAOV1P1
ENST00000623820	FLJ38576
ENST00000378802	CYP4V2
ENST00000507209	CYP4V2
ENST00000513354	CYP4V2
ENST00000502665	CYP4V2
ENST00000511608	KLKB1
ENST00000428196	KLKB1
ENST00000446598	KLKB1
ENST000002646901	KLKB1
ENST00000513864	KLKB1
ENST00000511406	KLKB1
ENST00000467271	KLKB1
ENST00000403665	F11
ENST00000492972	F11
ENST00000264692	F11
ENST00000514715	F11
ENST00000452239	F11
ENST00000264691	F11
ENST00000505103	F11-AS1
ENST00000503841	F11
ENST00000660474	AC109517
ENST00000515328	SLC25A5P6
ENST00000657917	F11-AS1
ENST00000510172	F11-AS1
ENST00000508110	F11-AS1
ENST00000509111	AC018709
ENST00000508287	F11-AS1
ENST00000391085	RNU6-1055P
ENST00000307161	MTNR1A
ENST00000441802	FAT1
ENST00000614102	FAT1
ENST00000500085	FAT1
ENST00000512772	FAT1
ENST00000507105	FAT1
ENST00000509537	FAT1
ENST00000509927	FAT1
ENST00000507662	FAT1
ENST00000512347	FAT1
ENST00000503253	FAT1
ENST00000508035	FAT1
ENST00000667182	AC107050
ENST00000509647	FAT1
ENST00000507644	AC108865
ENST00000606881	AC108865
ENST00000512569	MRPS36P2
ENST00000503037	AC110772
ENST00000651047	AC110772
ENST00000670161	AC110772
ENST00000668550	AC110772
ENST00000666230	AC110772
ENST00000507776	AC110772
ENST00000658330	AC108046
ENST00000515222	LINC02374
ENST00000503637	LINC02374
ENST00000511385	AC097652
ENST00000509058	LINC02514
ENST00000503677	LINC02515
ENST00000505334	AC093763
ENST00000512464	AC093763
ENST00000514767	LINC02492
ENST00000667648	LINC02492
ENST00000659431	LINC02492
ENST00000663188	LINC02492
ENST00000654776	LINC02492
ENST00000665640	LINC02492
ENST00000515660	LINC02492
ENST00000653020	LINC02492
ENST00000657902	LINC02492
ENST00000664977	LINC02492
ENST00000667027	LINC02492
ENST00000654552	LINC02492
ENST00000656759	LINC02492
ENST00000668469	LINC02492
ENST00000669092	LINC02492
ENST00000507817	LINC02492
ENST00000658590	LINC02492
ENST00000502952	LINC02492
ENST00000656713	LINC02492
ENST00000667508	LINC02492
ENST00000663070	AC097521
ENST00000663129	AC097521
ENST00000669490	AC097521
ENST00000661067	AC097521
ENST00000661504	AC097521
ENST00000667430	AC097521
ENST00000658671	AC097521
ENST00000663333	AC097521
ENST00000505488	AC097521
ENST00000663197	AC097521
ENST00000654169	AC097521
ENST00000658215	AC097521
ENST00000509212	AC097521
ENST00000666084	AC097521
ENST00000508710	ADAM20P3
ENST00000668736	AC108073
ENST00000508231	AC108073
ENST00000509524	ZFP42
ENST00000326866	ZFP42
ENST00000618147	ZFP42
ENST00000512729	TRIML2
ENST00000326754	TRIML2
ENST00000503141	TRIML2
ENST00000503475	TRIML2
ENST00000511771	TRIML2
ENST00000502707	TRIML2
ENST00000394461	TRIML2
ENST00000464002	AC108073
ENST00000364215	RNU6-173P
ENST00000332517	TRIML1
ENST00000501322	AC138781
ENST00000507581	TRIML1
ENST00000512233	TRIML1
ENST00000666556	LINC02434
ENST00000661756	LINC02434
ENST00000658558	LINC02434
ENST00000660215	LINC02434
ENST00000663042	LINC02434
ENST00000658544	LINC02434
ENST00000663842	LINC02434
ENST00000660255	LINC02434
ENST00000662356	LINC02434
ENST00000502419	LINC02434
ENST00000667086	LINC02434
ENST00000494861	AC093789
ENST00000512800	ICE2P1
ENST00000512839	LINC01060
ENST00000513313	LINC01060
ENST00000664177	LINC01060
ENST00000659977	LINC01060
ENST00000657685	LINC01060
ENST00000655286	LINC01060
ENST00000662888	LINC01060
ENST00000666759	LINC01060
ENST00000657654	LINC01060
ENST00000656246	LINC01060
ENST00000503458	LINC01060
ENST00000510832	LINC01060
ENST00000667883	LINC01060
ENST00000667802	LINC01060
ENST00000667003	LINC01060
ENST00000666634	LINC01060
ENST00000663631	LINC01060
ENST00000667271	LINC01060
ENST00000664234	LINC01060
ENST00000510005	LINC01060
ENST00000503580	LINC01060
ENST00000504783	AC093909
ENST00000621839	AC093909
ENST00000516466	RNU7-192P
ENST00000504731	AC093909
ENST00000624757	AC093909
ENST00000505178	AC093909
ENST00000504165	LINC02508
ENST00000659127	AC093909
ENST00000514297	AC093909
ENST00000508799	AC122138
ENST00000514966	AC107391
ENST00000504057	AC105924
ENST00000506915	HSP90AA4P
ENST00000378770	HSP90AA4P
ENST00000513681	LINC01262
ENST00000608299	AF250324
ENST00000365345	RNU1-51P
ENST00000660244	FRG1-DT
ENST00000657714	FRG1-DT
ENST00000656003	FRG1-DT
ENST00000506276	FRG1-DT
ENST00000511785	FRG1-DT
ENST00000508156	FRG1-DT
ENST00000501825	FRG1-DT
ENST00000503609	LINC01596
ENST00000661788	FRG1-DT
ENST00000524583	FRG1
ENST00000226798	FRG1
ENST00000533157	FRG1
ENST00000531991	FRG1
ENST00000514482	FRG1
ENST00000507103	FRG1
ENST00000505327	FRG1
ENST00000506434	MLLT10P2
ENST00000604941	AF146191
ENST00000428444	TUBB7P
ENST00000362702	RNA5SP174
ENST00000364275	RNA5SP175
ENST00000449051	DUX4L9
ENST00000504750	FRG2
ENST00000378763	FRG2
ENST00000514074	RARRES2P4
ENST00000509500	AGGF1P1
ENST00000507604	CLUHP4
ENST00000630918	DBET
ENST00000616429	U85056
ENST00000629013	DUX4L8
ENST00000630678	DUX4L7
ENST00000626483	DUX4L6
ENST00000630834	DUX4L5
ENST00000566884	DUX4L4
ENST00000627662	DUX4L1
ENST00000630187	DUX4L3
ENST00000561772	DUX4L2
ENST00000616166	DUX4
ENST00000565211	DUX4
ENST00000569241	DUX4
ENST00000570263	DUX4
ENST00000563716	DUX4
ENST00000564366	DUX4
ENST00000571193	RPL23AP84
ENST00000635696	AC215524
ENST00000506872	AC113430
ENST00000637938	PLEKHG4B
ENST000002834261	PLEKHG4B
ENST00000502646	PLEKHG4B
ENST00000362670	Y_RNA
ENST00000504041	PLEKHG4B
ENST00000328278	LRRC14B
ENST00000563761	AC021087
ENST00000296824	CCDC127
ENST00000441693	CCDC127
ENST00000565521	AC021087
ENST00000617470	SDHA
ENST00000651543	AC021087
ENST00000504309	SDHA
ENST00000502379	SDHA
ENST00000505555	SDHA
ENST00000510361	SDHA
ENST000002649321	SDHA
ENST00000509632	SDHA
ENST00000504824	SDHA
ENST00000509420	SDHA
ENST00000514027	SDHA
ENST00000514233	SDHA
ENST00000512962	SDHA
ENST00000515752	SDHA
ENST00000511810	SDHA
ENST00000515815	SDHA
ENST00000509082	SDHA
ENST00000503674	SDHA
ENST00000507266	SDHA
ENST00000509564	SDHA
ENST00000507522	SDHA
ENST00000512642	AC021087
ENST00000614778	PDCD6
ENST00000618970	PDCD6
ENST00000628729	PDCD6
ENST00000515587	PDCD6
ENST00000513582	PDCD6
ENST00000264933	PDCD6
ENST00000505221	PDCD6
ENST00000509581	PDCD6
ENST00000507528	PDCD6
ENST00000505526	PDCD6
ENST00000505113	PDCD6-AHRR
ENST00000675395	PDCD6-AHRR
ENST00000507473	PDCD6
ENST00000504656	AC021087
ENST00000512529	PDCD6-AHRR
ENST00000511482	PDCD6
ENST00000512466	PDCD6
ENST00000514523	AHRR
ENST00000510400	AHRR
ENST000003164180	AHRR
ENST00000652417	AHRR
ENST00000515206	AHRR
ENST00000504625	AHRR
ENST00000515583	AC010442
ENST00000509301	AC010442
ENST00000506456	AHRR
ENST00000510910	AHRR
ENST00000511487	AHRR
ENST00000507048	AHRR
ENST00000623673	EXOC3-AS1
ENST00000408966	EXOC3-AS1
ENST00000510441	EXOC3
ENST00000512944	EXOC3
ENST00000515601	EXOC3
ENST00000508022	EXOC3
ENST00000315013	EXOC3
ENST00000503889	EXOC3
ENST00000510028	EXOC3
ENST00000511015	EXOC3
ENST00000505947	EXOC3
ENST00000510714	PP7080
ENST00000509294	EXOC3
ENST00000264938	SLC9A3
ENST00000644203	SLC9A3
ENST00000342584	PP7080
ENST00000510604	PP7080
ENST00000502511	PP7080
ENST00000607286	SLC9A3-AS1
ENST00000514375	SLC9A3
ENST00000658086	SLC9A3-AS1
ENST00000606319	SLC9A3-AS1
ENST00000658225	SLC9A3-AS1
ENST00000667998	SLC9A3-AS1
ENST00000667376	SLC9A3-AS1
ENST00000607005	SLC9A3-AS1
ENST00000606107	SLC9A3-AS1
ENST00000606074	SLC9A3-AS1
ENST00000606288	SLC9A3-AS1
ENST00000655313	SLC9A3-AS1
ENST00000534918	SLC9A3-AS1
ENST00000668009	SLC9A3-AS1
ENST00000507407	SLC9A3
ENST00000652670	AC106772
ENST00000515085	AC106772
ENST00000582112	MIR4456
ENST00000506629	AC106772
ENST00000264935	CEP72
ENST00000512038	CEP72
ENST00000499639	CEP72
ENST00000514507	CEP72
ENST00000360578	TPPP
ENST00000607068	AC026740
ENST00000522356	ZDHHC11B
ENST00000508859	ZDHHC11B
ENST00000622126	ZDHHC11B
ENST00000651714	ZDHHC11B
ENST00000651221	ZDHHC11B
ENST00000652055	ZDHHC11B
ENST00000651083	ZDHHC11B
ENST00000506203	BRD9P2
ENST00000649357	AC026740
ENST00000503758	ZDHHC11
ENST00000424784	ZDHHC11
ENST000002834412	ZDHHC11
ENST00000507800	ZDHHC11
ENST00000500401	SPCS2P3
ENST00000508951	ZDHHC11
ENST00000511193	ZDHHC11
ENST00000511539	ZDHHC11
ENST00000505815	ZDHHC11
ENST00000512190	ZDHHC11
ENST00000503880	ZDHHC11
ENST00000512775	ZDHHC11
ENST00000493082	BRD9
ENST00000497410	BRD9
ENST00000483234	BRD9
ENST00000495794	BRD9
ENST00000490814	BRD9
ENST00000495265	BRD9
ENST00000467963	BRD9
ENST00000489816	BRD9
ENST00000483173	BRD9
ENST00000519112	BRD9
ENST00000518250	BRD9
ENST00000523139	BRD9
ENST00000518251	BRD9
ENST00000475706	BRD9
ENST00000466684	BRD9
ENST00000519838	BRD9
ENST00000494422	BRD9
ENST00000489093	BRD9
ENST00000487688	BRD9
ENST00000512024	TRIP13
ENST00000166345	TRIP13
ENST00000508456	TRIP13
ENST00000513435	TRIP13
ENST00000662823	AC122719
ENST00000510412	TRIP13
ENST00000509210	TRIP13
ENST00000508430	TRIP13
ENST00000507989	AC122719
ENST00000511936	AC122719
ENST00000399869	AC116351
ENST00000606540	AC116351
ENST000002968490	NKD2
ENST00000274150	NKD2
ENST00000519933	NKD2
ENST00000523688	NKD2
ENST00000513296	NKD2
ENST000002649300	SLC12A7
ENST00000634447	SLC12A7
ENST00000514994	SLC12A7
ENST00000513223	SLC12A7
ENST00000583759	MIR4635
ENST00000504576	SLC12A7
ENST00000510943	SLC12A7
ENST00000514376	CTD-3080P12
ENST00000512572	CTD-3080P12
ENST00000505972	CTD-3080P12
ENST00000515652	SLC6A19
ENST000003044601	SLC6A19
ENST00000324642	SLC6A18
ENST00000513607	SLC6A18
ENST00000666708	AC114291
ENST00000484238	TERT
ENST00000656021	TERT
ENST000003105810	TERT
ENST000003346020	TERT
ENST00000460137	TERT
ENST00000667927	TERT
ENST00000503656	TERT
ENST00000580663	MIR4457
ENST000003208950	CLPTM1L
ENST00000507807	CLPTM1L
ENST00000503042	CLPTM1L
ENST00000630539	CLPTM1L
ENST00000503534	CLPTM1L
ENST00000515719	CLPTM1L
ENST00000506641	CLPTM1L
ENST00000511268	CLPTM1L
ENST00000512451	CLPTM1L
ENST00000507195	CLPTM1L
ENST00000505914	CLPTM1L
ENST00000505605	CLPTM1L
ENST00000503151	CLPTM1L
ENST00000508765	CLPTM1L
ENST00000513250	CLPTM1L
ENST00000511786	CLPTM1L
ENST00000656081	AC026748
ENST00000653645	LINC01511
ENST00000504989	LINC01511
ENST00000668064	LINC01511
ENST00000670452	LINC01511
ENST00000667031	LINC01511
ENST00000523692	LINC01511
ENST00000503067	LINC01511
ENST00000514865	MTCO2P32
ENST00000624349	AC026748
ENST000002703492	SLC6A3
ENST00000512002	SLC6A3
ENST00000511750	SLC6A3
ENST00000475622	LPCAT1
ENST00000283415	LPCAT1
ENST00000503252	LPCAT1
ENST00000513757	LPCAT1
ENST00000514484	LPCAT1
ENST00000507282	LPCAT1
ENST00000620782	MIR6075
ENST00000503113	AC091849
ENST00000652578	SDHAP3
ENST00000515467	SDHAP3
ENST00000436493	SDHAP3
ENST00000605200	AC026412
ENST00000509920	AC091849
ENST00000507290	AC026412
ENST00000512335	AC026412
ENST00000507841	AC026412
ENST00000507505	AC026412
ENST00000522848	AC026412
ENST00000502273	AC026412
ENST00000512270	AC026412
ENST00000343123	AC026412
ENST00000673877	AC026412
ENST00000674095	AC026412
ENST00000673659	AC026412
ENST00000578298	MIR4277
ENST00000565428	AC112176
ENST00000505059	MRPL36
ENST00000505818	MRPL36
ENST00000508987	MRPL36
ENST00000382647	MRPL36
ENST00000510999	MRPL36
ENST000002741370	NDUFS6
ENST00000469176	NDUFS6
ENST00000510329	NDUFS6
ENST00000503386	AC025183
ENST00000509455	LINC02116
ENST00000623526	AC025183
ENST00000231357	IRX4
ENST00000513692	IRX4
ENST00000613726	IRX4
ENST00000622814	IRX4
ENST00000505790	IRX4
ENST00000508261	IRX4
ENST00000505938	IRX4
ENST00000511126	IRX4
ENST00000506335	IRX4-AS1
ENST00000514569	CTD-2194D22
ENST00000662909	AC126768
ENST00000669344	AC124852
ENST00000668132	AC124852
ENST00000660811	AC124852
ENST00000652866	AC124852
ENST00000660942	AC124852
ENST00000511693	AC124852
ENST00000653000	AC124852
ENST00000513419	AC124852
ENST00000660145	AC124852
ENST00000668334	AC124852
ENST00000511698	AC126768
ENST00000514519	AC126768
ENST00000657760	AC124852
ENST00000660496	AC124852
ENST00000658890	AC124852
ENST00000663791	AC124852
ENST00000364156	Y_RNA
ENST00000610958	AC092266
ENST00000626215	LSINCT5
ENST00000560688	AC091891
ENST000003826110	IRX2
ENST00000302057	IRX2
ENST00000649739	C5orf38
ENST00000334000	C5orf38
ENST00000647681	C5orf38
ENST00000503940	C5orf38
ENST00000505106	C5orf38
ENST00000650439	C5orf38
ENST00000515640	C5orf38
ENST00000397835	C5orf38
ENST00000510731	AC116359
ENST00000509745	AC094105
ENST00000652017	AC094105
ENST00000664294	AC094105
ENST00000515086	AC094105
ENST00000505396	LINC01377
ENST00000652864	LINC01377
ENST00000662836	LINC01019
ENST00000505443	LINC01019
ENST00000512521	LINC02162
ENST00000508823	LINC01017
ENST00000302006	IRX1
ENST00000559410	AC016595
ENST00000513859	AC025773
ENST00000506305	AC025187
ENST00000666998	LINC02063
ENST00000503415	LINC02063
ENST00000562127	AC106799
ENST00000507435	AC106799
ENST00000503188	AC106799
ENST00000513925	AC010634
ENST00000651524	AC106799
ENST00000503757	LINC02114
ENST00000506059	AC026719
ENST00000651493	AC106799
ENST00000515656	AC106799
ENST00000661208	AC106799
ENST00000653036	AC106799
ENST00000505404	AC026415
ENST00000511721	AC010451
ENST00000509057	AC010451
ENST00000667766	AC010451
ENST00000659550	LINC01020
ENST00000658399	LINC01020
ENST00000657166	LINC01020
ENST00000662011	LINC01020
ENST00000668023	LINC01020
ENST00000656591	LINC01020
ENST00000670808	LINC01020
ENST00000656049	LINC01020
ENST00000666520	LINC01020
ENST00000508201	LINC01020
ENST00000654932	LINC01020
ENST00000666689	LINC01020
ENST00000507599	LINC01020
ENST00000660582	LINC01020
ENST00000509382	LINC01020
ENST00000511514	AC010451
ENST00000502893	AC010451
ENST00000514474	LINC01020
ENST00000507950	LINC02121
ENST00000411075	RN7SKP73
ENST00000654665	CTD-2297D10
ENST00000653379	CTD-2297D10
ENST00000656100	CTD-2297D10
ENST00000512155	CTD-2297D10
ENST00000511368	ADAMTS16
ENST00000274181	ADAMTS16
ENST00000433402	ADAMTS16
ENST00000514848	AC022424
ENST00000513709	ADAMTS16
ENST00000508806	ALG3P1
ENST00000669435	AC091978
ENST00000515244	MTCO1P30
ENST00000503662	MTCO2P30
ENST00000506355	MTCO1P31
ENST00000512608	ICE1
ENST00000296564	ICE1
ENST00000505464	ICE1
ENST00000659085	AC026736
ENST00000564741	AC010266
ENST00000568962	AC010266
ENST00000624837	AC026797
ENST00000510526	HMGB3P3
ENST00000507444	LINC02145
ENST00000502644	LINC02145
ENST00000255764	MED10
ENST00000503112	MED10
ENST00000504058	MED10
ENST00000653641	AC093307
ENST00000399816	UBE2QL1
ENST00000603257	AC027334
ENST00000513844	LINC01018
ENST00000507628	LINC01018
ENST00000505626	LINC01018
ENST00000659049	LINC01018
ENST00000668899	LINC01018
ENST00000666121	LINC01018
ENST00000652158	LINC01018
ENST00000665924	LINC01018
ENST00000675394	LINC01018
ENST00000507582	LINC01018
ENST00000667226	LINC01018
ENST00000667172	LINC01018
ENST00000675055	LINC01018
ENST00000675993	LINC01018
ENST00000675715	LINC01018
ENST00000674529	LINC01018
ENST00000675222	LINC01018
ENST00000660957	LINC01018
ENST00000664093	LINC01018
ENST00000661215	LINC01018
ENST00000657872	LINC01018
ENST00000659719	LINC01018
ENST00000671065	LINC01018
ENST00000659245	LINC01018
ENST00000658539	LINC01018
ENST00000658850	LINC01018
ENST00000674954	LINC01018
ENST00000669289	LINC01018
ENST00000676406	LINC01018
ENST00000659556	LINC01018
ENST00000676036	LINC01018
ENST00000675337	LINC01018
ENST00000674813	LINC01018
ENST00000675676	LINC01018
ENST000002646701	NSUN2
ENST00000504374	NSUN2
ENST00000505892	NSUN2
ENST00000513888	NSUN2
ENST00000506139	NSUN2
ENST00000514127	NSUN2
ENST00000502932	NSUN2
ENST00000507888	NSUN2
ENST00000505264	NSUN2
ENST00000510531	SRD5A1
ENST00000513117	SRD5A1
ENST00000274192	SRD5A1
ENST00000504286	SRD5A1
ENST00000503989	LINC02102
ENST00000664592	LINC02102
ENST00000667865	LINC02102
ENST00000514788	LINC02102
ENST00000230859	TENT4A
ENST00000515721	TENT4A
ENST00000631941	TENT4A
ENST00000511764	TENT4A
ENST00000514697	TENT4A
ENST00000505457	TENT4A
ENST00000514410	TENT4A
ENST00000506093	LINC02236
ENST00000649262	LINC02236
ENST00000648399	LINC02236
ENST00000660855	LINC02236
ENST00000606566	AC122710
ENST00000508881	LINC02236
ENST00000652281	LINC02236
ENST00000636094	MIR4278
ENST00000648809	LINC02196
ENST00000363373	RN7SKP79
ENST00000655466	AC122710
ENST00000510622	AC122710
ENST00000512838	LINC02196
ENST00000651243	LINC02196
ENST00000390956	RNA5SP176
ENST00000660096	AC025756
ENST00000650863	AC091889
ENST00000422908	Metazoa_SRP
ENST00000649201	AC091951
ENST00000504093	AC091951
ENST00000650000	AC091951
ENST00000650671	AC091951
ENST00000500762	AC091951
ENST00000512854	AC091951
ENST00000512746	AC091951
ENST00000504494	AC027343
ENST00000514869	LINC02123
ENST00000666886	LINC02123
ENST00000504765	AC027343
ENST00000513219	AC027343
ENST00000657298	LINC02142
ENST00000500616	LINC02142
ENST00000655220	LINC02142
ENST00000338316	ADCY2
ENST00000484965	ADCY2
ENST00000498598	ADCY2
ENST00000515681	ADCY2
ENST00000513693	ADCY2
ENST00000514105	AC093305
ENST00000493243	ADCY2
ENST00000382531	ADCY2
ENST00000489501	ADCY2
ENST00000399810	C5orf49
ENST00000509627	C5orf49
ENST00000507837	MTRR
ENST00000502509	MTRR
ENST00000511639	MTRR
ENST000002646690	FASTKD3
ENST00000513658	FASTKD3
ENST00000282110	FASTKD3
ENST00000511261	FASTKD3
ENST00000507036	FASTKD3
ENST00000513577	FASTKD3
ENST00000504695	FASTKD3
ENST00000507572	FASTKD3
ENST00000513439	MTRR
ENST00000264668	MTRR
ENST00000508047	MTRR
ENST00000510279	MTRR
ENST00000514220	MTRR
ENST00000440940	MTRR
ENST00000511461	MTRR
ENST00000503550	MTRR
ENST00000514369	MTRR
ENST00000502550	MTRR
ENST00000506877	MTRR
ENST00000512217	MTRR
ENST00000510525	MTRR
ENST00000508890	MTRR
ENST00000508101	MTRR
ENST00000509961	MTRR
ENST00000512311	MTRR
ENST00000507414	MTRR
ENST00000507202	MTRR
ENST00000508354	MTRR
ENST00000506115	MTRR
ENST00000509379	MTRR
ENST00000511758	AC025174
ENST00000362903	RNU1-76P
ENST00000669941	AC116361
ENST00000623003	AC091941
ENST00000624798	AC091912
ENST00000511351	AC091912
ENST00000654773	AC091912
ENST00000501071	LINC02226
ENST00000512406	AC091965
ENST00000506236	AC091965
ENST00000607691	AC091965
ENST00000607662	AC091965
ENST00000667556	MIR4458HG
ENST00000669566	MIR4458HG
ENST00000660398	MIR4458HG
ENST00000669529	MIR4458HG
ENST00000669539	MIR4458HG
ENST00000605918	MIR4458HG
ENST00000512324	AC091965
ENST00000669668	MIR4458HG
ENST00000502001	MIR4458HG
ENST00000664641	MIR4458HG
ENST00000606459	MIR4458HG
ENST00000670196	MIR4458HG
ENST00000652260	MIR4458HG
ENST00000624785	AC091965
ENST00000578872	MIR4458
ENST00000657075	AC091953
ENST00000659580	AC091953
ENST00000654467	AC091953
ENST00000505784	AC091953
ENST00000623979	AC091953
ENST00000625179	AC091953
ENST00000512226	MTND6P2
ENST00000510642	MTCYBP37
ENST00000624775	AC091953
ENST00000622919	AC091953
ENST00000623220	AC091953
ENST00000623386	AC091932
ENST00000623014	AC091932
ENST00000569381	AC091932
ENST00000624223	AC091932
ENST00000669656	LINC02199
ENST00000510229	LINC02199
ENST00000506655	LINC02199
ENST00000651480	LINC02199
ENST00000510067	LINC02199
ENST00000624494	AC091895
ENST00000506519	AC021088
ENST000003824960	SEMA5A
ENST00000652226	SEMA5A
ENST00000582271	MIR4636
ENST00000514923	SEMA5A
ENST00000513968	SEMA5A
ENST00000509486	SEMA5A
ENST00000511310	AC091906
ENST00000624030	AC027335
ENST00000510879	SEMA5A-AS1
ENST00000515377	AC027335
ENST00000508179	SNHG18
ENST00000655411	SNHG18
ENST00000509788	SNHG18
ENST00000459473	SNORD123
ENST00000504182	AC026787
ENST00000382492	TAS2R1
ENST00000514078	TAS2R1
ENST00000506620	TAS2R1
ENST00000512976	LINC02112
ENST00000511616	LINC02112
ENST00000606744	LINC02112
ENST00000410122	RNA5SP177
ENST00000669717	AC091838
ENST00000654793	LINC02221
ENST00000508097	LINC02221
ENST00000661300	LINC02221
ENST00000650908	LINC02221
ENST00000660091	LINC02112
ENST00000606222	LINC02112
ENST00000606169	LINC02112
ENST00000623143	AC091905
ENST00000624959	AC091905
ENST00000624400	AC091905
ENST00000623432	AC091905
ENST00000506299	AC034229
ENST00000623704	AC034229
ENST00000624258	AC034229
ENST00000566945	AC034229
ENST00000606203	AC034229
ENST00000607861	AC034229
ENST00000511437	ATPSCKMT
ENST000002803302	ATPSCKMT
ENST00000510047	ATPSCKMT
ENST00000504390	ATPSCKMT
ENST00000510052	ATPSCKMT
ENST00000506108	ATPSCKMT
ENST00000508553	ATPSCKMT
ENST00000509915	AC012640
ENST00000503026	CCT5
ENST00000515390	CCT5
ENST00000511700	CCT5
ENST00000280326	CCT5
ENST00000508451	CCT5
ENST00000510326	CCT5
ENST00000512975	CCT5
ENST00000423695	CCT5
ENST00000625723	CCT5
ENST00000503454	CCT5
ENST00000515676	CCT5
ENST00000506600	CCT5
ENST00000514674	CCT5
ENST00000509846	CCT5
ENST00000511995	CCT5
ENST00000606194	AC012640
ENST00000607847	AC012640
ENST00000503834	CMBL
ENST00000296658	CMBL
ENST00000510532	CMBL
ENST00000511963	CMBL
ENST00000506821	CMBL
ENST00000514202	CMBL
ENST00000516532	Y_RNA
ENST00000506224	CMBL
ENST00000516862	Y_RNA
ENST00000623897	AC012640
ENST00000561606	AC012640
ENST000002741400	MARCHF6
ENST00000449913	MARCHF6
ENST00000502795	MARCHF6
ENST00000511802	MARCHF6
ENST00000503788	MARCHF6
ENST00000640713	MARCHF6
ENST00000510872	MARCHF6
ENST00000507863	MARCHF6
ENST00000506131	MARCHF6
ENST00000514961	MARCHF6
ENST00000510792	MARCHF6
ENST00000512449	MARCHF6
ENST00000505253	MARCHF6
ENST00000514312	MARCHF6
ENST00000606497	MARCHF6
ENST00000513037	ROPN1L-AS1
ENST00000503804	ROPN1L
ENST00000510520	ROPN1L
ENST00000274134	ROPN1L
ENST00000515762	ROPN1L
ENST00000512022	ROPN1L
ENST00000611729	MIR6131
ENST00000416930	LINC01513
ENST00000479312	RPL30P7
ENST00000510562	AC092336
ENST00000651900	LINC02212
ENST00000515243	LINC02212
ENST00000506021	LINC02213
ENST00000504650	LINC02213
ENST00000624673	AC112200
ENST00000625015	AC112200
ENST00000296657	ANKRD33B
ENST00000504806	ANKRD33B
ENST00000506304	ANKRD33B-AS1
ENST00000508690	AC106760
ENST00000504159	AC106760
ENST00000623327	AC012629
ENST00000623397	AC012629
ENST000002308951	DAP
ENST00000432074	DAP
ENST00000514882	DAP
ENST00000508253	DAP
ENST00000510546	DAP
ENST00000508646	DAP
ENST00000606513	AC012629
ENST00000606588	AC012629
ENST00000503953	AC012629
ENST000003046233	CTNND2
ENST00000495388	CTNND2
ENST00000513588	CTNND2
ENST00000511377	CTNND2
ENST00000458100	CTNND2
ENST00000504499	CTNND2
ENST00000503622	CTNND2
ENST00000506324	CTNND2
ENST00000384582	RNU6-429P
ENST00000504354	CTNND2
ENST00000502551	CTNND2
ENST00000506735	CTNND2
ENST00000507430	CTNND2
ENST00000511278	CTNND2
ENST00000514132	CTNND2
ENST00000513598	CTNND2
ENST00000508761	CTNND2
ENST00000509868	CTNND2
ENST00000391003	RNU6-679P
ENST00000502209	AC106771
ENST00000513051	LINC01194
ENST00000664069	LINC01194
ENST00000505877	LINC01194
ENST00000505196	LINC01194
ENST00000658959	LINC01194
ENST00000513713	AC106794
ENST00000506935	AC106794
ENST00000510065	LINC02220
ENST00000513283	AC016553
ENST00000495419	RPS23P5
ENST00000503735	NENFP3
ENST00000473590	AC016546
ENST00000265104	DNAH5
ENST00000504001	DNAH5
ENST00000512443	DNAH5
ENST00000637153	AC016576
ENST00000503244	AC016576
ENST00000508040	DNAH5
ENST00000344204	TRIO
ENST00000505971	TRIO
ENST00000502816	TRIO
ENST00000512070	TRIO
ENST00000509967	TRIO
ENST00000504606	TRIO
ENST00000513206	TRIO
ENST00000515144	TRIO
ENST00000669641	AC016549
ENST00000510757	TRIO
ENST00000502490	TRIO
ENST00000509354	TRIO
ENST00000512303	TRIO
ENST00000512979	TRIO
ENST00000507714	TRIO
ENST00000515710	TRIO
ENST00000639876	TRIO
ENST00000620511	TRIO
ENST00000506611	TRIO
ENST00000511019	TRIO
ENST00000510281	TRIO
ENST00000344135	TRIO
ENST00000503399	TRIO
ENST00000508343	TRIO
ENST00000508283	TRIO
ENST00000508717	TRIO
ENST00000274217	OTULINL
ENST00000513825	OTULINL
ENST00000506258	OTULINL
ENST00000503819	AC010627
ENST00000507234	CCT6P2
ENST00000503537	EEF1A1P13
ENST00000563101	AC010491
ENST00000567048	AC010491
ENST00000564167	AC010491
ENST00000503023	OTULIN
ENST00000284274	OTULIN
ENST00000507335	OTULIN
ENST00000514913	OTULIN
ENST00000506417	OTULIN
ENST00000508678	OTULIN
ENST00000284268	ANKH
ENST00000502585	ANKH
ENST00000654896	AC010491
ENST00000659482	AC010491
ENST00000503939	ANKH
ENST00000515517	ANKH
ENST00000646501	ANKH
ENST00000513115	ANKH
ENST00000503389	ANKH
ENST00000502424	RBBP4P1
ENST00000582405	MIR4637
ENST00000647541	ANKH
ENST00000505140	ANKH
ENST00000607026	AC016575
ENST00000509483	UQCRBP3
ENST00000515300	HNRNPKP5
ENST00000511618	SEPHS2P1
ENST00000659286	AC016575
ENST00000365399	U8
ENST00000651224	LINC02149
ENST00000502680	LINC02149
ENST00000511443	LINC02149
ENST00000507649	MARK2P5
ENST00000671652	AC114964
ENST00000502306	AC114964
ENST00000504595	FBXL7
ENST00000510662	FBXL7
