#name	geneName
ENST00000485060.1	PIK3CB
ENST00000462294.1	PIK3CB
ENST00000483968.5	PIK3CB
ENST00000465581.1	PIK3CB
ENST00000481866.2	GAPDHP39
ENST00000487630.1	RPL23AP40
ENST00000495704.1	EEF1A1P25
ENST00000463301.1	ATP5MC1P3
ENST00000495287.1	LINC01391
ENST00000483650.1	LINC01391
ENST00000477059.1	LINC01391
ENST00000648323.1	FOXL2
ENST00000383165.4	FOXL2NB
ENST00000470680.5	FOXL2NB
ENST00000498709.1	FOXL2NB
ENST00000383163.4	PRR23A
ENST00000495075.5	MRPS22
ENST00000329447.5	PRR23B
ENST00000413199.1	PRR23C
ENST00000509986.1	RPL7L1P7
ENST00000418282.2	BPESC1
ENST00000495225.1	MRPS22
ENST00000626175.1	PISRT1
ENST00000616930.1	AC119740.1
ENST00000489521.1	MRPS22
ENST00000656212.1	AC024933.2
ENST00000310776.9	MRPS22
ENST00000498505.5	MRPS22
ENST00000480938.5	MRPS22
ENST00000465373.5	MRPS22
ENST00000466690.5	MRPS22
ENST00000486705.1	MRPS22
ENST00000478464.5	MRPS22
ENST00000483545.1	MRPS22
ENST00000480644.1	MRPS22
ENST00000608472.1	AC024933.1
ENST00000492644.1	MRPS22
ENST00000502734.2	COPB2
ENST00000677073.1	COPB2
ENST00000677309.1	COPB2
ENST00000677601.1	COPB2
ENST00000677882.1	COPB2
ENST00000503326.6	COPB2
ENST00000676700.1	COPB2
ENST00000510181.6	COPB2
ENST00000333188.10	COPB2
ENST00000514508.2	COPB2
ENST00000507777.6	COPB2
ENST00000512242.6	COPB2
ENST00000512309.2	COPB2
ENST00000515006.5	COPB2
ENST00000512153.5	COPB2
ENST00000513274.5	COPB2
ENST00000510491.5	COPB2
ENST00000504295.1	COPB2
ENST00000637379.1	U6
ENST00000653359.1	AC046134.2
ENST00000662234.1	AC046134.2
ENST00000658348.1	AC046134.2
ENST00000504670.6	AC046134.2
ENST00000507362.5	AC046134.2
ENST00000512622.1	AC046134.2
ENST00000510068.5	AC046134.2
ENST00000515247.5	AC046134.2
ENST00000660194.1	AC046134.2
ENST00000514729.1	AC046134.2
ENST00000655667.1	AC046134.2
ENST00000661884.1	AC046134.2
ENST00000659546.1	AC046134.2
ENST00000664165.1	AC046134.2
ENST00000232217.6	RBP2
ENST00000511956.1	RBP2
ENST00000512398.1	AC097103.1
ENST00000506825.1	RBP2
ENST00000415794.1	ACTG1P1
ENST00000474490.1	RBP1
ENST00000232219.6	RBP1
ENST00000672186.1	RBP1
ENST00000619087.4	RBP1
ENST00000483943.6	RBP1
ENST00000487424.2	RBP1
ENST00000617459.4	RBP1
ENST00000492918.1	RBP1
ENST00000381790.3	AC046134.2
ENST00000506254.5	NMNAT3
ENST00000643695.2	NMNAT3
ENST00000339837.9	NMNAT3
ENST00000413939.6	NMNAT3
ENST00000642987.1	NMNAT3
ENST00000646611.1	NMNAT3
ENST00000645290.1	NMNAT3
ENST00000296202.11	NMNAT3
ENST00000511444.5	NMNAT3
ENST00000507242.5	NMNAT3
ENST00000509447.1	NMNAT3
ENST00000512391.5	NMNAT3
ENST00000645507.1	NMNAT3
ENST00000647257.1	NMNAT3
ENST00000509291.5	NMNAT3
ENST00000514454.1	AC046134.1
ENST00000364730.1	RN7SKP124
ENST00000514703.5	NMNAT3
ENST00000670558.1	AC046134.2
ENST00000664086.1	AC046134.2
ENST00000461895.3	RN7SL724P
ENST00000505779.5	NMNAT3
ENST00000509737.5	NMNAT3
ENST00000509034.5	NMNAT3
ENST00000511003.1	NMNAT3
ENST00000645083.1	NMNAT3
ENST00000563865.1	AC110716.2
ENST00000506934.1	AC110716.1
ENST00000504735.1	AC016933.1
ENST00000511173.1	TRMT112P5
ENST00000458420.7	CLSTN2
ENST00000511524.1	CLSTN2
ENST00000502712.5	AC010181.1
ENST00000509191.5	AC010181.1
ENST00000503357.1	AC010181.1
ENST00000483759.2	AC010181.2
ENST00000513309.1	CLSTN2-AS1
ENST00000510247.1	AC048346.1
ENST00000286349.4	TRIM42
ENST00000567488.1	AC121333.1
ENST00000484754.1	RPL23AP41
ENST00000446041.6	SLC25A36
ENST00000324194.12	SLC25A36
ENST00000648615.1	SLC25A36
ENST00000502756.1	SLC25A36
ENST00000393015.8	SLC25A36
ENST00000515813.1	SLC25A36
ENST00000507429.5	SLC25A36
ENST00000502594.5	SLC25A36
ENST00000453248.6	SLC25A36
ENST00000631654.1	SLC25A36
ENST00000513887.5	SLC25A36
ENST00000512023.5	SLC25A36
ENST00000512506.5	SLC25A36
ENST00000502866.1	SLC25A36
ENST00000511757.1	SLC25A36
ENST00000513802.1	AC108727.1
ENST00000514629.1	SLC25A36
ENST00000310546.3	SPSB4
ENST00000508126.1	SPSB4
ENST00000508828.1	SPSB4
ENST00000507895.1	SPSB4
ENST00000512277.1	AC108727.2
ENST00000505013.5	PXYLP1
ENST00000636601.1	PXYLP1
ENST00000514880.5	PXYLP1
ENST00000286353.9	PXYLP1
ENST00000637751.1	PXYLP1
ENST00000502783.5	PXYLP1
ENST00000393010.6	PXYLP1
ENST00000511968.5	PXYLP1
ENST00000514680.5	PXYLP1
ENST00000513528.5	PXYLP1
ENST00000505502.1	PXYLP1
ENST00000513007.1	PXYLP1
ENST00000663611.1	AC022215.2
ENST00000481770.1	AC022215.1
ENST00000637579.1	PXYLP1
ENST00000512457.5	PXYLP1
ENST00000504264.5	PXYLP1
ENST00000507698.1	AC117383.1
ENST00000508812.1	PXYLP1
ENST00000514263.2	PXYLP1
ENST00000514722.1	AC117383.2
ENST00000509842.5	ZBTB38
ENST00000513619.5	ZBTB38
ENST00000512276.5	ZBTB38
ENST00000637706.1	ZBTB38
ENST00000507657.1	ZBTB38
ENST00000507722.5	ZBTB38
ENST00000636289.1	ZBTB38
ENST00000512327.1	ZBTB38
ENST00000513249.1	ZBTB38
ENST00000503809.5	ZBTB38
ENST00000513258.5	ZBTB38
ENST00000506623.1	ZBTB38
ENST00000509883.5	ZBTB38
ENST00000514251.5	ZBTB38
ENST00000637056.1	ZBTB38
ENST00000510338.5	ZBTB38
ENST00000504673.5	ZBTB38
ENST00000513570.1	ZBTB38
ENST00000441582.2	ZBTB38
ENST00000510726.1	ZBTB38
ENST00000509813.1	ZBTB38
ENST00000321464.6	ZBTB38
ENST00000512769.1	ZBTB38
ENST00000673707.1	AC010184.1
ENST00000510488.1	KRT18P35
ENST00000286364.9	RASA2
ENST00000515549.1	RASA2
ENST00000452898.2	RASA2
ENST00000507770.1	RASA2-IT1
ENST00000505833.1	RASA2
ENST00000509118.5	RASA2
ENST00000509032.5	RASA2
ENST00000506365.1	RASA2
ENST00000508556.1	YWHAQP6
ENST00000474979.4	LINC02618
ENST00000637590.2	LINC02618
ENST00000492841.1	TPT1P3
ENST00000463581.1	AC112771.1
ENST00000498828.1	RNF7
ENST00000480908.1	RNF7
ENST00000393000.3	RNF7
ENST00000273480.4	RNF7
ENST00000477012.5	RNF7
ENST00000477393.1	RNF7
ENST00000648835.1	AC112504.2
ENST00000486377.1	RNF7
ENST00000264952.2	GRK7
ENST00000667378.1	AC112504.3
ENST00000486956.1	HMGN2P25
ENST00000475483.5	ATP1B3
ENST00000465172.5	ATP1B3
ENST00000286371.8	ATP1B3
ENST00000466678.5	ATP1B3
ENST00000462082.1	ATP1B3
ENST00000495216.1	ATP1B3
ENST00000363519.1	RNU6-509P
ENST00000482635.1	ATP1B3
ENST00000487199.5	ATP1B3
ENST00000492725.1	ATP1B3-AS1
ENST00000484727.1	ATP1B3
ENST00000486782.1	ATP1B3
ENST00000623415.1	AC112504.1
ENST00000489671.6	TFDP2
ENST00000499676.5	TFDP2
ENST00000486111.5	TFDP2
ENST00000477292.5	TFDP2
ENST00000495310.5	TFDP2
ENST00000467072.5	TFDP2
ENST00000479040.5	TFDP2
ENST00000487734.5	TFDP2
ENST00000474279.3	TFDP2
ENST00000467667.5	TFDP2
ENST00000478006.5	TFDP2
ENST00000497579.5	TFDP2
ENST00000492919.1	TFDP2
ENST00000493204.1	TFDP2
ENST00000464782.5	TFDP2
ENST00000488107.6	TFDP2
ENST00000494656.3	TFDP2
ENST00000475734.5	TFDP2
ENST00000471095.5	TFDP2
ENST00000494358.5	TFDP2
ENST00000467634.1	TFDP2
ENST00000495095.6	TFDP2
ENST00000476617.5	TFDP2
ENST00000498753.1	AC133435.1
ENST00000491667.1	TFDP2
ENST00000383877.1	RNU6-425P
ENST00000392993.7	GK5
ENST00000492097.5	GK5
ENST00000480757.5	GK5
ENST00000460515.5	GK5
ENST00000463349.1	GK5
ENST00000486459.1	GK5
ENST00000460630.1	GK5
ENST00000460544.5	GK5
ENST00000487672.1	GK5
ENST00000466685.7	GK5
ENST00000472759.5	GK5
ENST00000489085.1	GK5
ENST00000264951.8	XRN1
ENST00000392981.7	XRN1
ENST00000498077.6	XRN1
ENST00000489241.1	XRN1
ENST00000468894.1	XRN1
ENST00000467077.1	XRN1
ENST00000472625.1	XRN1
ENST00000472697.5	XRN1
ENST00000515995.1	RNU6-1294P
ENST00000465507.1	XRN1
ENST00000463916.5	XRN1
ENST00000486211.1	XRN1
ENST00000365255.1	RNU1-100P
ENST00000477237.1	XRN1
ENST00000470537.1	XRN1
ENST00000465074.1	XRN1
ENST00000658083.1	ATR
ENST00000656114.1	ATR
ENST00000656590.1	ATR
ENST00000350721.9	ATR
ENST00000515810.1	ATR
ENST00000513291.2	ATR
ENST00000654170.1	ATR
ENST00000653893.1	ATR
ENST00000666447.1	ATR
ENST00000666943.1	ATR
ENST00000665483.1	ATR
ENST00000661310.1	ATR
ENST00000481134.1	AC109992.1
ENST00000511016.1	ATR
ENST00000460977.1	AC109992.2
ENST00000653868.1	ATR
ENST00000514393.5	ATR
ENST00000507620.2	ATR
ENST00000656582.1	ATR
ENST00000515149.3	ATR
ENST00000659195.1	ATR
ENST00000657914.1	ATR
ENST00000515863.1	ATR
ENST00000507148.1	ATR
ENST00000466502.1	RPL6P9
ENST00000516936.1	RNA5SP143
ENST00000457734.7	PLS1
ENST00000483373.5	PLS1
ENST00000475296.5	PLS1
ENST00000495744.5	PLS1
ENST00000476044.5	PLS1
ENST00000461644.5	PLS1
ENST00000464320.5	PLS1
ENST00000337777.7	PLS1
ENST00000497199.5	PLS1
ENST00000485338.1	PLS1-AS1
ENST00000497002.1	PLS1
ENST00000460104.1	PLS1
ENST00000362449.1	RN7SKP25
ENST00000664914.1	AC072028.1
ENST00000483507.1	PLS1
ENST00000476941.6	TRPC1
ENST00000273482.10	TRPC1
ENST00000612385.1	TRPC1
ENST00000460401.1	TRPC1
ENST00000480101.1	TRPC1
ENST00000515978.1	RNU7-47P
ENST00000470310.5	PCOLCE2
ENST00000295992.8	PCOLCE2
ENST00000470795.5	PCOLCE2
ENST00000648195.1	PCOLCE2
ENST00000485766.1	PCOLCE2
ENST00000480473.5	PCOLCE2
ENST00000489462.1	AC021074.1
ENST00000483986.1	PCOLCE2
ENST00000495732.5	PCOLCE2
ENST00000461818.5	PCOLCE2
ENST00000493733.1	PCOLCE2
ENST00000483454.1	PCOLCE2
ENST00000658594.1	AC021074.3
ENST00000663511.1	AC021074.3
ENST00000476385.1	AC021074.3
ENST00000662125.1	AC021074.3
ENST00000671570.1	AC021074.3
ENST00000668368.1	AC021074.3
ENST00000654729.1	AC021074.3
ENST00000665496.1	AC021074.3
ENST00000670740.1	AC021074.3
ENST00000669437.1	AC021074.3
ENST00000668430.1	AC021074.3
ENST00000657885.1	AC021074.3
ENST00000664203.1	AC021074.3
ENST00000655467.1	AC021074.3
ENST00000658642.1	AC021074.3
ENST00000656965.1	AC021074.3
ENST00000661944.1	AC021074.3
ENST00000655382.1	AC021074.3
ENST00000659017.1	AC021074.3
ENST00000666651.1	AC021074.3
ENST00000479792.1	AC021074.3
ENST00000492509.5	PAQR9
ENST00000498470.1	PAQR9
ENST00000340634.6	PAQR9
ENST00000468434.1	AC021074.2
ENST00000627207.2	PAQR9-AS1
ENST00000625937.2	PAQR9-AS1
ENST00000594095.1	PAQR9-AS1
ENST00000608686.5	PAQR9-AS1
ENST00000608349.5	PAQR9-AS1
ENST00000497652.5	PAQR9-AS1
ENST00000607937.1	PAQR9-AS1
ENST00000478823.1	PAQR9-AS1
ENST00000493825.1	PAQR9-AS1
ENST00000593321.5	PAQR9-AS1
ENST00000598139.5	PAQR9-AS1
ENST00000598787.5	PAQR9-AS1
ENST00000595774.5	PAQR9-AS1
ENST00000595248.1	PAQR9-AS1
ENST00000600150.5	U2SURP
ENST00000625677.1	PAQR9-AS1
ENST00000597953.1	AC026304.1
ENST00000488497.7	U2SURP
ENST00000493782.5	U2SURP
ENST00000473835.7	U2SURP
ENST00000461591.5	U2SURP
ENST00000493598.6	U2SURP
ENST00000463563.6	U2SURP
ENST00000470400.5	U2SURP
ENST00000465175.2	U2SURP
ENST00000485374.5	U2SURP
ENST00000491827.1	U2SURP
ENST00000488587.1	U2SURP
ENST00000480029.5	U2SURP
ENST00000472373.1	U2SURP
ENST00000496100.1	U2SURP
ENST00000467348.1	U2SURP
ENST00000461844.1	U2SURP
ENST00000492307.1	AC018450.2
ENST00000309575.5	CHST2
ENST00000483262.1	AC018450.1
ENST00000465880.1	AC018450.1
ENST00000493219.2	PBX2P1
ENST00000316549.11	SLC9A9
ENST00000491347.1	AC131210.1
ENST00000479030.1	SLC9A9-AS1
ENST00000490153.1	SLC9A9-AS2
ENST00000489113.2	GAPDHP47
ENST00000460666.1	ST13P15
ENST00000483124.1	SLC9A9
ENST00000505671.1	AC073358.1
ENST00000474727.2	SLC9A9
ENST00000474151.1	SLC9A9
ENST00000498717.2	SLC9A9
ENST00000477300.1	AC107421.1
ENST00000315691.8	DIPK2A
ENST00000493396.1	DIPK2A
ENST00000491798.1	DIPK2A
ENST00000483808.1	DIPK2A
ENST00000495414.5	DIPK2A
ENST00000492452.2	DIPK2A
ENST00000441925.2	DIPK2A
ENST00000410846.1	RNA5SP144
ENST00000624647.1	AC011592.1
ENST00000481075.1	LARP7P4
ENST00000491450.1	GM2AP1
ENST00000463605.1	RPL21P39
ENST00000495382.1	AC055758.2
ENST00000482351.1	AC055758.2
ENST00000494509.1	AC055758.1
ENST00000567714.1	AC107021.2
ENST00000491932.1	AC107021.1
ENST00000480247.1	AC107021.1
ENST00000494745.2	AC107021.1
ENST00000490375.1	LNCSRLR
ENST00000461497.5	PLOD2
ENST00000282903.10	PLOD2
ENST00000360060.7	PLOD2
ENST00000494950.5	PLOD2
ENST00000495700.1	PLOD2
ENST00000475505.1	PLOD2
ENST00000478436.1	PLOD2
ENST00000460520.1	PLOD2
ENST00000469350.5	PLOD2
ENST00000480704.1	PLOD2
ENST00000354952.7	PLSCR4
ENST00000383083.6	PLSCR4
ENST00000433593.6	PLSCR4
ENST00000446574.6	PLSCR4
ENST00000493382.5	PLSCR4
ENST00000475019.1	PLSCR4
ENST00000460350.5	PLSCR4
ENST00000460885.5	PLSCR4
ENST00000476202.5	PLSCR4
ENST00000481701.5	PLSCR4
ENST00000498625.1	PLSCR4
ENST00000464158.1	AC130509.1
ENST00000490344.1	AC069528.1
ENST00000463633.5	PLSCR2
ENST00000482888.1	AC069528.1
ENST00000336685.6	PLSCR2
ENST00000613069.4	PLSCR2
ENST00000497985.5	PLSCR2
ENST00000610787.5	PLSCR2
ENST00000489015.1	PLSCR2
ENST00000474418.1	PLSCR2
ENST00000624849.1	AC069528.2
ENST00000342435.9	PLSCR1
ENST00000493432.5	PLSCR1
ENST00000463777.5	PLSCR1
ENST00000487389.5	PLSCR1
ENST00000468985.5	PLSCR1
ENST00000448787.6	PLSCR1
ENST00000488253.5	PLSCR1
ENST00000489775.5	PLSCR1
ENST00000483300.5	PLSCR1
ENST00000484560.1	PLSCR1
ENST00000478267.5	PLSCR1
ENST00000470496.1	PLSCR1
ENST00000462666.5	PLSCR1
ENST00000486631.5	PLSCR1
ENST00000472349.1	PLSCR1
ENST00000494568.5	PLSCR1
ENST00000490745.5	PLSCR1
ENST00000469266.1	PLSCR1
ENST00000477974.1	PLSCR1
ENST00000362942.1	RNU6-428P
ENST00000492200.5	PLSCR5
ENST00000482567.5	PLSCR5
ENST00000443512.1	PLSCR5
ENST00000473817.1	PLSCR5-AS1
ENST00000473299.1	AC092957.1
ENST00000470860.2	LINC02010
ENST00000658020.1	LINC02010
ENST00000471638.1	LINC02010
ENST00000384427.1	RNU6-505P
ENST00000670466.1	AC092957.1
ENST00000465598.1	RPL21P71
ENST00000659452.1	AC092957.1
ENST00000383075.8	ZIC4
ENST00000472749.6	ZIC4
ENST00000525172.6	ZIC4
ENST00000425731.7	ZIC4
ENST00000462168.1	ZIC4-AS1
ENST00000494569.5	ZIC4
ENST00000493664.5	ZIC4
ENST00000484399.5	ZIC4
ENST00000473123.5	ZIC4
ENST00000463850.5	ZIC4
ENST00000480015.1	ZIC4
ENST00000464502.5	ZIC4
ENST00000491672.5	ZIC4
ENST00000475502.1	ZIC4
ENST00000472523.1	ZIC1
ENST00000488404.5	ZIC1
ENST00000462748.6	ZIC4
ENST00000484586.5	ZIC4
ENST00000463250.1	ZIC4
ENST00000464144.1	ZIC4
ENST00000282928.5	ZIC1
ENST00000474034.1	ZIC1
ENST00000481840.1	ZIC1
ENST00000492269.1	NPM1P28
ENST00000470739.1	AC092925.1
ENST00000668118.1	AC092958.1
ENST00000660706.1	AC092958.1
ENST00000467198.1	AC092958.1
ENST00000658276.1	AC092958.1
ENST00000667694.1	AC092958.1
ENST00000485006.1	AC092958.1
ENST00000662690.1	AC092958.1
ENST00000649594.1	AC092958.4
ENST00000660712.1	LINC02032
ENST00000660174.1	LINC02032
ENST00000655212.1	LINC02032
ENST00000490465.1	LINC02032
ENST00000658346.1	LINC02032
ENST00000656355.1	LINC02032
ENST00000668651.1	LINC02032
ENST00000650594.1	AC092958.3
ENST00000476987.1	AC092958.2
ENST00000477153.1	AC025566.1
ENST00000484852.1	HNRNPA1P20
ENST00000470219.2	AC025566.1
ENST00000662134.1	LINC02045
ENST00000460324.2	LINC02045
ENST00000665545.1	LINC02046
ENST00000663786.1	LINC02046
ENST00000661886.1	LINC02046
ENST00000668285.1	LINC02046
ENST00000671193.1	LINC02046
ENST00000654242.1	LINC02046
ENST00000658698.1	LINC02046
ENST00000664156.1	LINC02046
ENST00000655836.1	LINC02046
ENST00000469812.2	LINC02046
ENST00000655240.1	LINC02046
ENST00000655891.1	LINC02046
ENST00000481334.1	LINC02046
ENST00000648979.1	AC069410.1
ENST00000460914.1	RPL38P1
ENST00000497524.5	AGTR1
ENST00000349243.8	AGTR1
ENST00000404754.2	AGTR1
ENST00000475166.5	AGTR1
ENST00000474935.5	AGTR1
ENST00000475347.5	AGTR1
ENST00000461609.1	AGTR1
ENST00000418473.6	AGTR1
ENST00000402260.1	AGTR1
ENST00000491148.5	CPB1
ENST00000494888.5	CPB1
ENST00000462345.5	CPB1
ENST00000492455.1	HMGB1P30
ENST00000282957.9	CPB1
ENST00000468341.1	CPB1
ENST00000465718.1	CPB1
ENST00000484877.1	CPB1
ENST00000488190.1	AC092979.1
ENST00000473621.5	CPB1
ENST00000498639.1	CPB1
ENST00000476847.1	CPB1
ENST00000296046.4	CPA3
ENST00000477926.1	CPA3
ENST00000666418.1	AC092979.2
ENST00000461599.1	UBQLN4P1
ENST00000627418.2	GYG1
ENST00000296048.10	GYG1
ENST00000483267.5	GYG1
ENST00000478067.1	GYG1
ENST00000345003.9	GYG1
ENST00000484197.5	GYG1
ENST00000492285.6	GYG1
ENST00000461191.1	GYG1
ENST00000473005.1	GYG1
ENST00000465547.1	GYG1
ENST00000497528.5	GYG1
ENST00000488851.1	GYG1
ENST00000479119.1	GYG1
ENST00000469873.1	GYG1
ENST00000465259.5	HLTF
ENST00000310053.10	HLTF
ENST00000392912.6	HLTF
ENST00000494055.5	HLTF
ENST00000467858.1	HLTF
ENST00000472830.1	HLTF
ENST00000497427.1	HLTF
ENST00000493881.1	HLTF
ENST00000481663.1	HLTF
ENST00000492461.1	HLTF-AS1
ENST00000364161.1	Y_RNA
ENST00000475771.1	MED28P2
ENST00000462030.5	HPS3
ENST00000460120.5	HPS3
ENST00000296051.7	HPS3
ENST00000494327.1	HPS3
ENST00000486530.1	HPS3
ENST00000460822.1	HPS3
ENST00000481169.5	CP
ENST00000479771.5	CP
ENST00000478525.1	HPS3
ENST00000264613.11	CP
ENST00000460674.5	CP
ENST00000494544.1	CP
ENST00000474204.1	CP
ENST00000473296.1	CP
ENST00000463556.5	CP
ENST00000490639.5	CP
ENST00000497902.5	CP
ENST00000462336.5	CP
ENST00000489736.5	CP
ENST00000497797.5	CP
ENST00000471356.1	CP
ENST00000455472.3	CP
ENST00000663884.1	AC093001.2
ENST00000471823.5	CPHL1P
ENST00000461341.2	CPHL1P
ENST00000465363.1	CPHL1P
ENST00000482639.2	CPHL1P
ENST00000489011.1	AC093001.1
ENST00000296059.7	TM4SF18
ENST00000470080.5	TM4SF18
ENST00000474754.1	TM4SF18
ENST00000491182.1	TM4SF18
ENST00000468398.1	TM4SF18
ENST00000483312.1	AC073522.1
ENST00000305366.8	TM4SF1
ENST00000472441.1	TM4SF1
ENST00000493348.1	TM4SF1
ENST00000493298.1	TM4SF1
ENST00000496491.1	TM4SF1-AS1
ENST00000484046.1	TM4SF1-AS1
ENST00000665408.1	TM4SF1-AS1
ENST00000462931.1	AC108751.4
ENST00000469993.1	AC108751.2
ENST00000461814.1	AC108751.3
ENST00000631775.1	FKBP1AP4
ENST00000490852.1	AC108751.1
ENST00000305354.5	TM4SF4
ENST00000465758.1	TM4SF4
ENST00000463068.1	TM4SF4
ENST00000492880.1	AC108751.5
ENST00000360632.8	WWTR1
ENST00000465804.5	WWTR1
ENST00000467467.5	WWTR1
ENST00000471586.5	WWTR1
ENST00000494754.1	WWTR1
ENST00000472417.1	WWTR1
ENST00000516772.1	RNU6-1098P
ENST00000485244.1	WWTR1
ENST00000479238.1	WWTR1
ENST00000463167.1	WWTR1-IT1
ENST00000485352.1	WWTR1
ENST00000475579.1	WWTR1
ENST00000663001.1	WWTR1-AS1
ENST00000495094.1	WWTR1-AS1
ENST00000466836.1	WWTR1-AS1
ENST00000460517.1	WWTR1
ENST00000479752.1	WWTR1-AS1
ENST00000474080.1	WWTR1
ENST00000473414.6	COMMD2
ENST00000491617.5	COMMD2
ENST00000463077.5	COMMD2
ENST00000483708.1	COMMD2
ENST00000469896.1	COMMD2
ENST00000483146.1	COMMD2
ENST00000490008.1	COMMD2
ENST00000446160.7	ANKUB1
ENST00000484019.1	ANKUB1
ENST00000462519.3	ANKUB1
ENST00000474404.1	ANKUB1
ENST00000474224.1	ANKUB1
ENST00000516045.1	RNU6-507P
ENST00000462561.1	ANKUB1
ENST00000481585.1	ANKUB1
ENST00000497728.1	ANKUB1
ENST00000344229.7	RNF13
ENST00000470151.5	RNF13
ENST00000466478.5	RNF13
ENST00000491086.5	RNF13
ENST00000467977.5	RNF13
ENST00000392894.8	RNF13
ENST00000474348.5	RNF13
ENST00000467996.1	RNF13
ENST00000468648.5	RNF13
ENST00000459632.5	RNF13
ENST00000466795.5	RNF13
ENST00000473672.1	ANKUB1
ENST00000490631.5	RNF13
ENST00000361785.10	RNF13
ENST00000482083.7	RNF13
ENST00000468289.1	RNF13
ENST00000516363.1	RNU6-720P
ENST00000483112.1	NPM1P29
ENST00000493238.1	RNF13
ENST00000452853.6	PFN2
ENST00000239940.11	PFN2
ENST00000649949.1	PFN2
ENST00000423691.2	PFN2
ENST00000481767.5	PFN2
ENST00000460404.5	PFN2
ENST00000468323.5	PFN2
ENST00000494827.5	PFN2
ENST00000497060.1	PFN2
ENST00000490975.1	PFN2
ENST00000497148.5	PFN2
ENST00000498169.1	PFN2
ENST00000475518.5	PFN2
ENST00000481275.5	PFN2
ENST00000498307.5	PFN2
ENST00000489155.1	PFN2
ENST00000461930.1	PFN2
ENST00000461868.1	PFN2
ENST00000471176.2	AC117395.1
ENST00000323689.9	AC117395.1
ENST00000463122.1	TMEM183B
ENST00000487390.1	PPIAP73
ENST00000476029.1	HNRNPA1P24
ENST00000487840.5	AC117386.2
ENST00000466044.1	AC022494.1
ENST00000464673.1	LINC01998
ENST00000472821.5	AC117386.2
ENST00000489690.1	AC117386.2
ENST00000487963.1	RPL32P9
ENST00000474444.1	AC117386.1
ENST00000472890.5	LINC01213
ENST00000662289.1	LINC01213
ENST00000498005.1	LINC01213
ENST00000665197.1	LINC01213
ENST00000664180.1	LINC01213
ENST00000622185.1	U2
ENST00000665600.1	LINC01214
ENST00000471222.3	LINC01214
ENST00000670456.1	AC018545.1
ENST00000361875.7	TSC22D2
ENST00000480589.1	TSC22D2
ENST00000466814.1	TSC22D2
ENST00000485421.1	TSC22D2
ENST00000492828.1	TSC22D2
ENST00000460316.1	TSC22D2
ENST00000239944.7	SERP1
ENST00000479209.1	SERP1
ENST00000487153.1	SERP1
ENST00000491660.1	SERP1
ENST00000463863.5	EIF2A
ENST00000487799.5	EIF2A
ENST00000473499.1	EIF2A
ENST00000494558.5	EIF2A
ENST00000474505.5	EIF2A
ENST00000406576.7	EIF2A
ENST00000460851.6	EIF2A
ENST00000482093.5	EIF2A
ENST00000469331.1	EIF2A
ENST00000491195.1	SERP1
ENST00000273435.9	EIF2A
ENST00000490505.5	EIF2A
ENST00000462221.5	EIF2A
ENST00000477551.5	EIF2A
ENST00000490945.1	SERP1
ENST00000463647.1	SERP1
ENST00000484608.2	SERP1
ENST00000472926.1	EIF2A
ENST00000465535.1	EIF2A
ENST00000482471.1	EIF2A
ENST00000480740.5	SELENOT
ENST00000615547.4	SELENOT
ENST00000477889.5	SELENOT
ENST00000471696.6	SELENOT
ENST00000492132.1	SELENOT
ENST00000485923.1	SELENOT
ENST00000604339.1	AC069236.1
ENST00000466234.1	SELENOT
ENST00000491716.1	ERICH6
ENST00000295910.11	ERICH6
ENST00000491361.5	ERICH6
ENST00000474463.5	ERICH6
ENST00000498386.1	ERICH6
ENST00000471093.5	ERICH6-AS1
ENST00000475393.2	ERICH6-AS1
ENST00000655051.1	ERICH6-AS1
ENST00000670089.1	ERICH6-AS1
ENST00000463755.1	ERICH6-AS1
ENST00000474888.1	SNRPCP3
ENST00000654592.1	AC011317.1
ENST00000659411.1	AC011317.1
ENST00000669560.1	AC011317.1
ENST00000312960.4	SIAH2
ENST00000482706.1	SIAH2
ENST00000461943.1	SIAH2-AS1
ENST00000663257.1	SIAH2-AS1
ENST00000472885.1	SIAH2
ENST00000476886.5	CLRN1-AS1
ENST00000465419.7	MINDY4B
ENST00000569170.5	AC020636.2
ENST00000562308.5	AC020636.2
ENST00000469268.1	AC020636.1
ENST00000565169.1	AC020636.2
ENST00000474598.1	MINDY4B
ENST00000295911.6	CLRN1
ENST00000327047.6	CLRN1
ENST00000328863.8	CLRN1
ENST00000468836.2	CLRN1
ENST00000485607.1	CLRN1
ENST00000644099.1	CLRN1
ENST00000472224.1	CLRN1
ENST00000645441.1	CLRN1
ENST00000465576.1	CLRN1-AS1
ENST00000615643.1	AC108726.1
ENST00000469768.1	MED12L
ENST00000309237.8	MED12L
ENST00000422248.6	MED12L
ENST00000474524.5	MED12L
ENST00000273432.8	MED12L
ENST00000363124.1	RNA5SP145
ENST00000480026.1	MED12L
ENST00000309180.6	GPR171
ENST00000617554.1	GPR171
ENST00000480322.1	GPR171
ENST00000309170.8	P2RY14
ENST00000424796.6	P2RY14
ENST00000494668.1	P2RY14
ENST00000491549.5	MED12L
ENST00000473027.1	SETP11
ENST00000666451.1	AC078816.1
ENST00000629077.1	GPR87
ENST00000260843.5	GPR87
ENST00000468305.1	MED12L
ENST00000325602.6	P2RY13
ENST00000302632.4	P2RY12
ENST00000468596.1	P2RY12
ENST00000488092.1	MED12L
